College,Playground,Auditorium,Theatre,Library,Laboratory,Conference Hall,Health Center,Gymnasium/ Fitness Center,Indoor Stadium,Common Room,Computer Center,Cafeteria,Guest House
"Group of Institutions College of Engineering, A/p. Kashti, Tal. Shrigonda,Dist.Ahmednagar (Id: C-41501)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
"Group of Institutions College of Pharmacy, A/p. Kashti, Tal. Shrigonda,Dist.Ahmednagar (Id: C-41322)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GROW MORE EDUCATION COLLEGE (Id: C-6901),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
GROW MORE INSTI OF BUSINESS ADMINISTRATION (Id: C-6681),Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
GROW MORE INSTI OF COMP APPLI (BCA) (Id: C-6873),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"GROWMORE INSTITUTE OF COMMERCE AND ARTS COLLEGE, BERNA (Id: C-45122)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"GROWMORE INSTITUTE OF MSCIT, BERNA (Id: C-49206)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
"GROWMORE INSTITUTE OF MSW, BERNA (Id: C-45123)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"GROWMORE INSTITUTE OF PGDCA COLLEGE, BERNA (Id: C-45124)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"GROWMORE SCHOOL OF ARCHITECTURE, BERNA (Id: C-45125)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"GRP Government Degree College, Bhainsa 504 103 (Id: C-27399)",No,No,No,No,No,No,No,No,No,No,No,No,No
"G R R COLLEGE OF NURSING, BANGALORE (Id: C-47378)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
G.R.R. & T.P.R. Degree College (Id: C-42707),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"G.R.Skt.College,Bairgainea (Id: C-9607)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"G.R.Skt.College,Mahiya .Chapra (Id: C-9649)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"GRV Business Management Academy, #19, 2nd Cross, Ganganagar, Bellary Road, Bangalore -560 032.(10-11) (Id: C-21205)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"""GRY Institute of Pharmacy,Vidhya Vihar, Sarvar Deula Road, Borwan, Khargone (MP) - 457228"" (Id: C-36079)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
G. S. Aarya Girls College (Id: C-21717),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"G.S. Arts & Science Degree College, Buchireddy Palam (Id: C-24730)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"G.S. College of Commerce & Economics, Near Civil Lines Thana, Jabalpur (Id: C-33353)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"G.S. Degree College, jamdeeh, Basti (Id: C-14172)",No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
"G.S.G.D. Girls Shikshak Prashikshan College, Padampur (Id: C-40799)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"G. SINGH VIDHI MAHAVIDYALAYA, KASHERUWA KHURD, (Id: C-12169)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"G.S. LAW COLLEGE, FAFOOND ROAD, AURRAIYA (Id: C-47671)",Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No
"GSL College of B.Sc MLT, Rajahmundry (Id: C-30352)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"GSL Medical College, Rajahmundry (Id: C-30524)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
G.S.Lohia Girlsb Commerce College. P.O.Tinsukia-786153 (Id: C-8445),Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No
G.S.M COLLEGE OF EDUCATION BEWAR MAINPURI (Id: C-15215),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"G.S.P.M.'s Gramin Science Vocational College, Vishnupuri, Nanded (Id: C-7543)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"G. S. Raisoni Educational & Medical foundation Arts, Science and Commerce College,Pune (Id: C-41863)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
G.S.R. Degree College (Id: C-41014),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"G.S.R.M. DEGREE COLLEGE, SAROJNI NAGAR (Id: C-12801)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"G.S. Science , Arts And Commerce College , Khamgaon (Id: C-42995)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
"G S S Institute of Technology, BANGALORE (Id: C-1294)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"G S S S Institute of Engineering & Technology for Women, MYSORE (Id: C-1341)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"G.S. Tompe Arts, Commerce & Science College , Chandur Bazar. (Id: C-43009)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"G.S.V. DEGREE COLLEGE, SEMARJHAL, NARWAL, (Id: C-12324)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
"G.S.V.M. MEDICAL COLLEGE, (Id: C-12290)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"G.T. Ayurved Unani Institute Research Centre Nursing Training Centre, Alwar (Id: C-26239)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"G.T.B.College, Nehru Nagar, Bilaspur (Id: C-22292)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"G.T.B College of Education, Farhada (Id: C-9700)",Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"G.T.B College of Professional & Technical Education, Farhada (Id: C-9697)",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No
"G.T. Institute Management Studies & Research, 10/15, Magadi Road, Sunkadakatte, Vishwaneedum Post, Bangalore-560 091. (Id: C-21222)",Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"G.T. Institute of Advanced Studies, 10/15, Magadi Road, Sunkadakatte, Vishwaneedum Post, Bangalore-560 091. (Id: C-21082)",Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No
G.T.N. ARTS COLLEGE (Id: C-36527),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"Gudlavalleru Engineering College, Seshadri Rao Knowledge Village, Gudlavalleru, PIN-521356(CC-48) (Id: C-18104)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GUDRUN DEGREE COLLEGE (Id: C-25379),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
Gujarat Adani Institute of Medical Science (Id: C-4108),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"GUJARAT AGRICULTURAL BIOTECH INSTITUTE, SURAT (Id: C-46335)",Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
"Gujarat Arts and Commerce College, (Evening) (Id: C-5867)",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
Gujarat Arts & Science College (Id: C-5844),Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
Gujarat Commerce College (Id: C-5945),Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
GUJARAT HOMOEPETHIC MEDICAL COLLEGE SAVLI (Id: C-6892),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GUJARAT POWER ENGINEERING & RESEARCH INSTITUTE (104) (Id: C-47845),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Gujjamma Education Society's Women's BEd College, Bhalki (Id: C-8686)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
Gujranwala guru Nanak Institute of Management & Technology (Id: C-10385),Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
"Gulab Chand prasad Agarwal Defree College,Sadma,Chhatarpur (Id: C-42757)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
"GULAB FULANNDAR VIDHI MAHAVIDYALAYA, SANDI, (Id: C-12217)",Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Gulabi Devi Mahavidyalaya, Siddiqpur ,Jaunpur (Id: C-15995)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
"GULAB MAHAVIDYALAYA, SANDI, (Id: C-12353)",Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Gulab Nabi Azad Physical Education College, Khapri (Id: C-18590)",Yes,No,No,No,No,No,No,No,No,No,No,No,No
"Gulabnabi Azad Social Work College, Pusad (Id: C-43053)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
Gulab Rani College (Id: C-22481),Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
"Gulabrao Patil Homoeopathy College, Miraj (Id: C-13772)",No,No,No,No,No,No,No,No,No,No,No,No,No
"Gulabrao Patil Memorial Trusts Institute of Nursing Sciences (P.B.B.Sc.), Miraj, Dist. Sangli (Id: C-13884)",No,No,No,No,No,No,No,No,No,No,No,No,No
"Gulabrao Patil Shikshanshastra Mahavidyalaya, Miraj (Id: C-11203)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Gulab Singh Hindu Mahavidyalaya, Chandpur (Id: C-13362)",Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes
"GULAB SINGH MAHILA MAHAVIDYALAYA, KITCHKILA, HANDIA, (Id: C-12691)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
"Gulagannavar College of Social Work, Dadegal. (Id: C-8582)",Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
Gulam Ahmed College of Education (Id: C-25524),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"Gulamnabi Azad Education College, Pusad (Id: C-43115)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Gulamnabi Azhad Arts, Commerce College, Barshi Takali. (Id: C-42823)",Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No
"GULKANDI LALA RAM MAHAVIDYALAYA PATLONI, MATHURA (Id: C-15302)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"GULZAR MEMOROIAL COLLEGE OF EDUCATION, BARAMULLAH (Id: C-45965)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"GUNTUR ENGINEERING COLLEGE, NH-5, YANAMADALA, OPP.KATURI MEDICAL OFFICE,PRATHIPADU(md) PIN- 522019 (CC-JK) (Id: C-18124)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Gunupur College, Gunupur (Id: C-39432)",Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
Gunwantrao Deshmush Education College. Pusad (Id: C-42987),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"G.U.P.C. Centre, Bidar (Id: C-21632)",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"G.U.P.G. Centre, Raichur (Id: C-21634)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
"Gupta College, No.808, 100 ft Ring Road, BSK 3rd Stage, Bangalore-560 085 (Id: C-21242)",No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Gupta College of Technological Sciences 124 (Id: C-6138),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
"GURAH DEVI SHYAM BIHARI MAHAVIDYALAYA, DERAPUR, (Id: C-12689)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
GURAJADA COLLEGE OF EDUCATION (Id: C-24933),Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
"Gurgaon College of Engineering, Bilaspur-Tauru Road,Gurgaon (Id: C-28043)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Gurgaon College of Engineering for Women (Id: C-28321),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Gurgaon Institute of Technology & Mgt.Bilaspur Taurau Road, Gurgaon (Id: C-28274)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Gurram Balanarasaiah Institute of Pharamcy (Id: C-19843),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"Gursewa College of Nursing, VPO Panam, Garhshankar, Distt. Hoshiarpur (Id: C-29241)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
Gurudas College (Id: C-11999),Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
"Gurudatta Shikshan Sansthas Shri Dhondu Baliram Pawar College of Management, Manur, Tal. Kalwan, Dist. Nashik (Id: C-41247)",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Gurudeva Institute of Science and Technology, Vennimala, Payappady P.O, Puthuppally, Kottayam (Id: C-11747)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"Gurudev Arts & Science College, Mathil-PO,Mathil (Id: C-43829)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Gurudev Institute of Management Studies, Kottappuram P.O., Kadakkal, Kollam (Id: C-43742)",Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No
"Gurudev Vidya Sagar B.Ed. College, Vidisha (Id: C-35349)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"Guru Dronacharya College of Education, Bhuna (Id: C-22416)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
Guru Gang Dev ji college of Education (Id: C-30790),Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
"Guru Gobind Singh College for Women , Sector-26 (Id: C-29344)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Guru Gobind Singh College of Education (Id: C-22150),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Guru Gobind Singh College of Education, Gidderbaha (Id: C-29272)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Guru Gobind Singh College, Sanghera (Id: C-22174)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"Guru Gobind Singh Khalsa College for Women, Jhar Sahib (Id: C-29360)",Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
Guru Gobind Singh Khalsaof Education for Women (Id: C-29291),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Guru Gobind Singh Medical College, Sadiq Road, Faridkot (Id: C-29238)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"Guru Gobind Singh Memorial College, Ponta Sahib, Sirmour (Id: C-11420)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Guru Govind Singh College of Pharmacy, Yamunanagar (Id: C-30706)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"GURU GOVIND SINGH MAHILA MAHAVIDYALAYA, GOVIND NAGAR, (Id: C-12392)",Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
"Guru Hargobind Sahib College, C.C. Head (Id: C-36658)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
"Guru Hargobind Sahib Khalsa Girls College, Karhali Sahib, Patiala (Id: C-22166)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"Guru Hargobind Singh Khalsa College for Women, Hansali Khera Fatehgarh Sahib (Id: C-22260)",Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
"Guru Hargovind Sahib Shiksha Mahavidhyalaya, 12 B.B. (Id: C-36858)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
"GURU HARIKISHAN MAHAVIDYALAYA, GOLA GOKARANNATH, (Id: C-12548)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
"Guru Harkishan College of Education, Ratlam. (Id: C-31681)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
Guru Harkrishan College of Education (Id: C-10870),Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"Guru Harkrishan Girls College, Phalewal, Ludhiana, Sangrur-Road., Sangrur (Id: C-22261)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"Guru Kripa College, Bareli, Raisen (Id: C-35290)",Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No
"Gurukrupa Mahavidyalaya, Akola (Id: C-16248)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Gurukrupa Shikshan Prasarak Mandals Smt. Vimladevi Ayur. Medi. Colle. & Hosp., At. Po. Tadali, Village Wandhari, Dist. Chandrapur (Id: C-13922)",No,No,No,No,No,No,No,No,No,No,No,No,No
"Gurukula College Of Education ,gokulam 3rd Stage (Id: C-17552)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Gurukula Institute of Technology (GIT), Bhubaneswar (Id: C-30079)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
"Gurukul Art/Comms & Science College, Pathalgaon (Id: C-9705)",No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Gurukul Arts Commerce Science College, Nanda (Id: C-18824)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
"Gurukul Bharti College, Vill. Benla, P.O. Chandpur, Distt Bilaspur (Id: C-11264)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Gurukul College, Bhiwapur (Id: C-18793)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"Gurukul College, Kalmeshwar (Id: C-18771)",No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Gurukul College, Kekri (Id: C-13108)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
Gurukul College Magarlod (Id: C-21871),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
Gurukul College of Education. Tikamgarh (Id: C-19206),Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Gurukul Educational Institutions Gurukul College of Commerce Tilak Road Gurukul Lane Ghatkopar East Mumbai 400 077 (Id: C-33964),Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No
Gurukul Education & Research Foundation Gurukul College of Computer Sci. & Information Technology Prathmik Shikshak Bhavan Bahadurshekh Naka Chiplun Dist Ratnagiri (Id: C-34061),Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
Gurukul Girls College Kalibadi Road (Id: C-21698),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Gurukul Instittute of T.T. & Research, Lalpura, Paliwala (Id: C-36835)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
Gurukul Institute Devbhog Road Gariyabandh (Id: C-21846),Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"Gurukul Institute of Engineering & Technology,Kota (Id: C-25271)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
GURUKUL INSTITUTE OF MANAGEMENT (Id: C-34698),Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"GURUKUL MAHAVIDYALAYA, PURASI HALOR, (Id: C-12384)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
GURUKUL MAHILA ARTS & COMMERCE COLLEGE-PORBANDAR (Id: C-1009),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
GURUKUL MAHILA B.ED. COLLEGE (Id: C-39948),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Gurukul Management Studies 221 (Id: C-6253),No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
"Gurukul Sanskar Kanya Mahavidyalaya, Sumerpur (Id: C-13011)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
Gurukul Sanskrit College (Id: C-44060),No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"Gurukul Sanskrit Mahavidyalaya, Shukrataal (Id: C-20249)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
"Gurukul Sanskrit Mahavidyalaya, Suryakund (Id: C-20314)",Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No
"Gurukul Teachers' Institute, Kekri (Id: C-13127)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Gurukul Vidyapeeth Institute of Engg. & Technology, Ramnagar (Id: C-31025)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"GURU NANAK AVADEMY MAHILA MAHAVIDYALAYA, USRU, FAIZABAD (Id: C-42549)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
GURU NANAK COLLEGE (Id: C-43998),Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
"Guru Nanak College, Budhladha, Mansa (Id: C-22274)",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
"GURU NANAK COLLEGE, DHANBAD (Id: C-44445)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"Guru Nanak College for Girls, Muktsar (Id: C-31050)",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"Guru Nanak College, Killianwali (Id: C-29414)",Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No
Guru Nanak College of Business Administration (Id: C-27595),Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes
Guru Nanak College of Education (Id: C-30802),Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
Guru Nanak College of Education (Id: C-32891),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"Guru Nanak College of Education, for girls, Lehal Khurad, Sangrur (Id: C-22097)",Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
"Guru Nanak College of Education, Gopalpur (Id: C-29428)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Guru Nanak College of Nursing, P.O. Dehlon, Gopalpur, Distt. Ludhiana (Id: C-29240)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Guru Nanak College of Nursing, VPO Dhahan Kaleran,Distt. Nawanshahr (Id: C-29225)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Gurunanak College of Pharmacy, Dikshit nagar (Id: C-18951)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
"Guru Nanak Dev Dental College & Research Institute, Patiala Bathinda Road, Sunam (Id: C-29119)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Guru Nanak Dev Engineering College, BIDAR (Id: C-1246)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Guru Nanak Dev Engineering College, Ludhiana (Id: C-10381)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Guru Nanak Dev University College, Chung, Khemkaran Road, Near Bhikhiwind (Id: C-27861)",No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Guru Nanak Dev University College, Narot Jaimal Singh (Id: C-27974)",No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Guru Nanak Dev University Regional Campus, Sathiala (Id: C-27863)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
"Guru Nanak Girls College, Model Town, Ludhiana (Id: C-31048)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Guru Nanak Girls College, Santpura (Id: C-12031)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
"GURU NANAK GIRLS DEGREE COLLEGE, (Id: C-12365)",No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No
"Guru Nanak Govt College, Guru Teg Bahadurgarh (Id: C-29419)",Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Gurunanak govt. Girls Degree College, Nanakmatta (Id: C-21913)",Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No
Gurunanak institute of Dental College and Research (Id: C-16436),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Guru nanak Institute of Engg. & Management (Id: C-10372),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Gurunanak Institute of Hotel Management 185 (Id: C-6330),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Gurunanak Institute of Hotel Management 312 (Id: C-6327),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Guru Nanak Institute of Management (Id: C-32852),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
Guru Nanak Institute of Management (Id: C-10555),Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
"Guru Nanak Institute of Management and Technology, Ludhina (Id: C-10492)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
